src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Label,Attack_Type,capture_id,usage,source_csv,round_id
172.30.0.200,172.30.0.10,46194,8081,6,2026-05-03 18:25:07,0.000908,803964.7577092511,9911.894273127751,6607.929515418503,3303.9647577092514,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.0001135,0.000558,0.0,0.0001879740673603,0.000908,0.000581,0.0,0.0001816,0.0002223749985947,0.000862,0.000573,0.000289,0.000431,0.000142,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46208,8081,6,2026-05-03 18:25:07,0.002114,343897.82403027435,4257.332071901608,2838.2213812677387,1419.1106906338694,6,3,521,206,175,66,86.83333333333333,39.59131498475673,74,66,68.66666666666667,3.771236166328253,175,66,80.77777777777777,33.51211315920054,1123.061728395062,120,60,20,1,0.00026425,0.001743,0.0,0.0005662706398004,0.002114,0.002033,0.0,0.0004228,0.0008051987083943,0.001798,0.001754,4.4e-05,0.000899,0.000855,1,0,0,0,2,3,0,1,7,0,0,0.5,80.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.83333333333333,68.66666666666667,0,6,3,521,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46220,8081,6,2026-05-03 18:25:07,0.000923,788732.3943661972,9750.812567713976,6500.541711809317,3250.2708559046587,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.0001153749999999,0.000819,0.0,0.0002661136681476,0.000923,0.000844,0.0,0.0001846,0.0003299100483465,0.000875,0.00083,4.5e-05,0.0004375,0.0003925,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46228,8081,6,2026-05-03 18:25:07,0.000906,801324.5033112583,9933.774834437088,6622.516556291391,3311.2582781456954,6,3,520,206,174,66,86.66666666666667,39.22017621355394,74,66,68.66666666666667,3.771236166328253,174,66,80.66666666666667,33.19973226130328,1102.2222222222222,120,60,20,1,0.00011325,0.000418,0.0,0.0001574704337328,0.000906,0.000442,0.0,0.0001812,0.0001783607580158,0.000855,0.000483,0.000372,0.0004275,5.55e-05,1,0,0,0,2,3,0,1,7,0,0,0.5,80.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.66666666666667,68.66666666666667,0,6,3,520,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46230,8081,6,2026-05-03 18:25:07,0.004016,182021.9123505976,2241.0358565737056,1494.0239043824702,747.0119521912351,6,3,525,206,179,66,87.5,41.07614879708174,74,66,68.66666666666667,3.771236166328253,179,66,81.22222222222223,34.76197724135373,1208.395061728395,120,60,20,1,0.000502,0.003709,0.0,0.0012133740148857,0.004016,0.003743,0.0,0.0008031999999999,0.0014712302878883,0.003949,0.003734,0.000215,0.0019745,0.0017595,1,0,0,0,2,3,0,1,7,0,0,0.5,81.22222222222223,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.5,68.66666666666667,0,6,3,525,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46236,8081,6,2026-05-03 18:25:07,0.001704,428403.7558685446,5281.69014084507,3521.12676056338,1760.56338028169,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.0002129999999999,0.001588,0.0,0.000519809099574,0.001704,0.001614,0.0,0.0003408,0.0006367346071951,0.001655,0.001602,5.3e-05,0.0008275,0.0007744999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46246,8081,6,2026-05-03 18:25:07,0.000842,868171.0213776722,10688.836104513064,7125.890736342043,3562.945368171021,6,3,525,206,179,66,87.5,41.07614879708174,74,66,68.66666666666667,3.771236166328253,179,66,81.22222222222223,34.76197724135373,1208.395061728395,120,60,20,1,0.00010525,0.000478,0.0,0.0001671524379122,0.000842,0.000498,0.0,0.0001684,0.0001950718841863,0.000801,0.000492,0.000309,0.0004005,9.150000000000004e-05,1,0,0,0,2,3,0,1,7,0,0,0.5,81.22222222222223,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.5,68.66666666666667,0,6,3,525,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46252,8081,6,2026-05-03 18:25:07,0.00202,360891.0891089109,4455.445544554455,2970.29702970297,1485.148514851485,6,3,523,206,177,66,87.16666666666667,40.33367768448044,74,66,68.66666666666667,3.771236166328253,177,66,81.0,34.136978971978955,1165.3333333333333,120,60,20,1,0.0002525,0.001132,0.0,0.0004036133669738,0.00202,0.001157,0.0,0.000404,0.0004601121602392,0.001965,0.00116,0.000805,0.0009825,0.0001774999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,81.0,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.16666666666667,68.66666666666667,0,6,3,523,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46266,8081,6,2026-05-03 18:25:07,0.001609,451211.9328775637,5593.536357986327,3729.024238657552,1864.512119328776,6,3,520,206,174,66,86.66666666666667,39.22017621355394,74,66,68.66666666666667,3.771236166328253,174,66,80.66666666666667,33.19973226130328,1102.2222222222222,120,60,20,1,0.000201125,0.00151,0.0,0.000494807901488,0.001609,0.001542,0.0,0.0003218,0.0006101791212422,0.001559,0.00152,3.9e-05,0.0007795,0.0007405,1,0,0,0,2,3,0,1,7,0,0,0.5,80.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.66666666666667,68.66666666666667,0,6,3,520,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46282,8081,6,2026-05-03 18:25:07,0.004936,147487.84440842786,1823.3387358184764,1215.5591572123176,607.7795786061588,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.000617,0.004826,0.0,0.0015908862310045,0.004936,0.004851,0.0,0.0009872,0.0019319461069087,0.004882,0.004838,4.4e-05,0.002441,0.002397,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46292,8081,6,2026-05-03 18:25:07,0.00124,589516.1290322581,7258.064516129032,4838.709677419355,2419.3548387096776,6,3,525,206,179,66,87.5,41.07614879708174,74,66,68.66666666666667,3.771236166328253,179,66,81.22222222222223,34.76197724135373,1208.395061728395,120,60,20,1,0.000155,0.000574,0.0,0.0002364825574963,0.00124,0.000598,0.0,0.000248,0.0002763620813353,0.0011719999999999,0.000598,0.000574,0.0005859999999999,1.200000000000002e-05,1,0,0,0,2,3,0,1,7,0,0,0.5,81.22222222222223,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.5,68.66666666666667,0,6,3,525,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46302,8081,6,2026-05-03 18:25:08,0.001363,534115.9207630227,6603.081438004402,4402.054292002935,2201.027146001468,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.000170375,0.000928,0.0,0.0003076324663864,0.0013629999999999,0.000948,0.0,0.0002726,0.0003621235148398,0.00132,0.000945,0.000375,0.00066,0.000285,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46310,8081,6,2026-05-03 18:25:08,0.002123,343853.0381535563,4239.284032030147,2826.189354686764,1413.094677343382,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.000265375,0.001791,0.0,0.0005810813061654,0.002123,0.001813,0.0,0.0004245999999999,0.0006990400846875,0.002081,0.001823,0.000258,0.0010405,0.0007825,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46312,8081,6,2026-05-03 18:25:08,0.002159,338119.49976841133,4168.596572487263,2779.064381658175,1389.5321908290875,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.0002698749999999,0.001919,0.0,0.000623908935162,0.002159,0.00194,0.0,0.0004318,0.0007548335975564,0.002074,0.001948,0.000126,0.001037,0.000911,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46324,8081,6,2026-05-03 18:25:08,0.00096,759375.0,9375.0,6250.0,3125.0,6,3,523,206,177,66,87.16666666666667,40.33367768448044,74,66,68.66666666666667,3.771236166328253,177,66,81.0,34.136978971978955,1165.3333333333333,120,60,20,1,0.00012,0.000848,0.0,0.0002753397900776,0.00096,0.000872,0.0,0.000192,0.0003402281587405,0.000914,0.000862,5.2e-05,0.000457,0.000405,1,0,0,0,2,3,0,1,7,0,0,0.5,81.0,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.16666666666667,68.66666666666667,0,6,3,523,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46340,8081,6,2026-05-03 18:25:08,0.000964,753112.0331950207,9336.09958506224,6224.066390041494,3112.033195020747,6,3,520,206,174,66,86.66666666666667,39.22017621355394,74,66,68.66666666666667,3.771236166328253,174,66,80.66666666666667,33.19973226130328,1102.2222222222222,120,60,20,1,0.0001205,0.000862,0.0,0.0002804157627523,0.000964,0.000886,0.0,0.0001928,0.0003468021914578,0.000918,0.000873,4.5e-05,0.000459,0.000414,1,0,0,0,2,3,0,1,7,0,0,0.5,80.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.66666666666667,68.66666666666667,0,6,3,520,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46346,8081,6,2026-05-03 18:25:08,0.001156,634083.044982699,7785.467128027682,5190.311418685122,2595.155709342561,6,3,527,206,181,66,87.83333333333333,41.81872254810703,74,66,68.66666666666667,3.771236166328253,181,66,81.44444444444444,35.38710094907814,1252.246913580247,120,60,20,1,0.0001445,0.001058,0.0,0.0003453791394974,0.001156,0.001075,0.0,0.0002311999999999,0.0004220693781832,0.001116,0.00107,4.6e-05,0.000558,0.000512,1,0,0,0,2,3,0,1,7,0,0,0.5,81.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.83333333333333,68.66666666666667,0,6,3,527,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46348,8081,6,2026-05-03 18:25:08,0.001835,396730.2452316077,4904.632152588556,3269.7547683923704,1634.8773841961852,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.000229375,0.001728,0.0,0.0005665163143061,0.001835,0.001752,0.0,0.000367,0.0006926078255405,0.001787,0.00174,4.7e-05,0.0008935,0.0008465,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46364,8081,6,2026-05-03 18:25:08,0.000678,1073746.3126843658,13274.33628318584,8849.557522123894,4424.778761061947,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,8.475e-05,0.000577,0.0,0.0001862912705952,0.000678,0.000602,0.0,0.0001356,0.0002334622881751,0.000634,0.000589,4.5e-05,0.000317,0.000272,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46376,8081,6,2026-05-03 18:25:08,0.000821,886723.5079171741,10962.241169305724,7308.16077953715,3654.080389768575,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.000102625,0.000718,0.0,0.0002327809794098,0.000821,0.000741,0.0,0.0001642,0.0002886640954465,0.000774,0.000729,4.5e-05,0.000387,0.000342,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46390,8081,6,2026-05-03 18:25:08,0.002289,319353.4294451726,3931.8479685452166,2621.2319790301444,1310.6159895150722,6,3,525,206,179,66,87.5,41.07614879708174,74,66,68.66666666666667,3.771236166328253,179,66,81.22222222222223,34.76197724135373,1208.395061728395,120,60,20,1,0.000286125,0.002126,0.0,0.0006956337825141,0.002289,0.002156,0.0,0.0004577999999999,0.0008493586757077,0.002231,0.002144,8.7e-05,0.0011155,0.0010285,1,0,0,0,2,3,0,1,7,0,0,0.5,81.22222222222223,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.5,68.66666666666667,0,6,3,525,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46404,8081,6,2026-05-03 18:25:08,0.001345,541263.940520446,6691.449814126394,4460.966542750929,2230.4832713754645,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.000168125,0.001099,0.0,0.0003546168486902,0.001345,0.001116,0.0,0.000269,0.000426420449791,0.0012799999999999,0.001114,0.000166,0.0006399999999999,0.000474,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46408,8081,6,2026-05-03 18:25:08,0.000954,765199.1614255765,9433.962264150943,6289.308176100629,3144.6540880503144,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.00011925,0.000605,0.0,0.0002032976573893,0.000954,0.000623,0.0,0.0001908,0.0002386708193307,0.000917,0.00062,0.000297,0.0004585,0.0001615,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46410,8081,6,2026-05-03 18:25:08,0.001421,513722.730471499,6333.56790992259,4222.37860661506,2111.18930330753,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.000177625,0.000977,0.0,0.0003220764418193,0.001421,0.000995,0.0,0.0002841999999999,0.0003780906769546,0.001377,0.000997,0.00038,0.0006885,0.0003085,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46422,8081,6,2026-05-03 18:25:08,0.001234,590761.7504051863,7293.3549432739055,4862.23662884927,2431.118314424635,6,3,523,206,177,66,87.16666666666667,40.33367768448044,74,66,68.66666666666667,3.771236166328253,177,66,81.0,34.136978971978955,1165.3333333333333,120,60,20,1,0.00015425,0.000624,0.0,0.0002402013478313,0.001234,0.001134,0.0,0.0002468,0.0004438528585015,0.000699,0.000639,6e-05,0.0003495,0.0002895,1,0,0,0,2,3,0,1,7,0,0,0.5,81.0,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.16666666666667,68.66666666666667,0,6,3,523,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46436,8081,6,2026-05-03 18:25:08,0.001548,469638.2428940569,5813.9534883720935,3875.968992248064,1937.9844961240312,6,3,521,206,175,66,86.83333333333333,39.59131498475673,74,66,68.66666666666667,3.771236166328253,175,66,80.77777777777777,33.51211315920054,1123.061728395062,120,60,20,1,0.0001935,0.001425,0.0,0.0004656041773867,0.001548,0.001449,0.0,0.0003096,0.0005699163447384,0.0014949999999999,0.001437,5.8e-05,0.0007474999999999,0.0006895,1,0,0,0,2,3,0,1,7,0,0,0.5,80.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.83333333333333,68.66666666666667,0,6,3,521,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46440,8081,6,2026-05-03 18:25:08,0.001991,366147.6644902059,4520.341536916122,3013.561024610748,1506.780512305374,6,3,523,206,177,66,87.16666666666667,40.33367768448044,74,66,68.66666666666667,3.771236166328253,177,66,81.0,34.136978971978955,1165.3333333333333,120,60,20,1,0.000248875,0.001873,0.0,0.0006139522451909,0.001991,0.001902,0.0,0.0003982,0.0007520128722302,0.001937,0.001887,5e-05,0.0009685,0.0009185,1,0,0,0,2,3,0,1,7,0,0,0.5,81.0,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.16666666666667,68.66666666666667,0,6,3,523,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46446,8081,6,2026-05-03 18:25:08,0.001106,660036.1663652803,8137.4321880651,5424.9547920434,2712.4773960217,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.00013825,0.000752,0.0,0.0002479091315381,0.001106,0.000752,0.0,0.0002211999999999,0.000286238641696,0.001067,0.000773,0.000294,0.0005335,0.0002395,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46450,8081,6,2026-05-03 18:25:08,0.001605,456697.8193146417,5607.476635514018,3738.3177570093458,1869.1588785046729,6,3,527,206,181,66,87.83333333333333,41.81872254810703,74,66,68.66666666666667,3.771236166328253,181,66,81.44444444444444,35.38710094907814,1252.246913580247,120,60,20,1,0.000200625,0.001502,0.0,0.0004919593320336,0.001605,0.001528,0.0,0.000321,0.0006036018555306,0.001558,0.001514,4.4e-05,0.000779,0.000735,1,0,0,0,2,3,0,1,7,0,0,0.5,81.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.83333333333333,68.66666666666667,0,6,3,527,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46458,8081,6,2026-05-03 18:25:08,0.000991,733602.4217961655,9081.735620585268,6054.490413723513,3027.2452068617563,6,3,521,206,175,66,86.83333333333333,39.59131498475673,74,66,68.66666666666667,3.771236166328253,175,66,80.77777777777777,33.51211315920054,1123.061728395062,120,60,20,1,0.000123875,0.000818,0.0,0.0002639997336646,0.000991,0.000836,0.0,0.0001982,0.0003206408582822,0.000951,0.000833,0.000118,0.0004755,0.0003574999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,80.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.83333333333333,68.66666666666667,0,6,3,521,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46472,8081,6,2026-05-03 18:25:09,0.001324,551359.5166163142,6797.583081570997,4531.722054380664,2265.861027190332,6,3,524,206,178,66,87.33333333333333,40.70490005993,74,66,68.66666666666667,3.771236166328253,178,66,81.11111111111111,34.44946200013529,1186.7654320987654,120,60,20,1,0.0001655,0.001101,0.0,0.0003558057756698,0.001324,0.001126,0.0,0.0002648,0.0004329703915973,0.001277,0.00112,0.000157,0.0006385,0.0004814999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,81.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.33333333333333,68.66666666666667,0,6,3,524,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46478,8081,6,2026-05-03 18:25:09,0.001547,470588.2352941177,5817.711700064641,3878.4744667097607,1939.2372333548803,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.000193375,0.001302,0.0,0.00042192503407,0.001547,0.001328,0.0,0.0003094,0.000512466818438,0.0015,0.001317,0.000183,0.00075,0.000567,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_02,train,bruteforce_02.csv,02
172.30.0.200,172.30.0.10,46482,8081,6,2026-05-03 18:25:13,0.003429,212306.7949839604,2624.6719160104985,1749.7812773403325,874.8906386701661,6,3,522,206,176,66,87.0,39.96248240537617,74,66,68.66666666666667,3.771236166328253,176,66,80.88888888888889,33.82452904967191,1144.0987654320988,120,60,20,1,0.0004286249999999,0.003189,0.0,0.0010438469640589,0.0034289999999999,0.003221,0.0,0.0006858,0.0012681521044417,0.003336,0.003207,0.000129,0.001668,0.001539,1,0,0,0,2,3,0,1,7,0,0,0.5,80.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,87.0,68.66666666666667,0,6,3,522,206,1,bruteforce,bruteforce_03,train,bruteforce_03.csv,03
172.30.0.200,172.30.0.10,46490,8081,6,2026-05-03 18:25:13,0.001071,676937.4416433241,8403.361344537816,5602.240896358544,2801.120448179272,6,3,519,206,173,66,86.5,38.84906691286162,74,66,68.66666666666667,3.771236166328253,173,66,80.55555555555556,32.88738735311123,1081.5802469135804,120,60,20,1,0.000133875,0.00084,0.0,0.0002699210243293,0.001071,0.000866,0.0,0.0002141999999999,0.0003290850346035,0.001016,0.000861,0.000155,0.000508,0.000353,1,0,0,0,2,3,0,1,7,0,0,0.5,80.55555555555556,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.5,68.66666666666667,0,6,3,519,206,1,bruteforce,bruteforce_03,train,bruteforce_03.csv,03
172.30.0.200,172.30.0.10,46506,8081,6,2026-05-03 18:25:14,0.003017,240967.84885647995,2983.0957905203845,1988.7305270135896,994.3652635067948,6,3,521,206,175,66,86.83333333333333,39.59131498475673,74,66,68.66666666666667,3.771236166328253,175,66,80.77777777777777,33.51211315920054,1123.061728395062,120,60,20,1,0.0003771249999999,0.002652,0.0,0.0008622551011011,0.003017,0.002706,0.0,0.0006034,0.0010539008682034,0.002936,0.002689,0.000247,0.001468,0.0012209999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,80.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,86.83333333333333,68.66666666666667,0,6,3,521,206,1,bruteforce,bruteforce_03,train,bruteforce_03.csv,03
